file,column,ordinal,onset,offset,code01,notesep,notesed,notesck,notesnm,notesap,notesaw,noteshh,notestm
EP 15-02-26 T602 Content Log Spinup Updated,LogClass_AS_TeacherPrompt,1,216082,2708501,na,,,,,,,,
